board,ref,value,kind,role,hole,net,orientation_notes
carrier,QP,2 × DMP2035U,SOT23_adapter,D1,V5,SW_SYS,"adapter_pins; Both DMP2035U devices share G, S and D through the listed carrier wires.; Use 22 AWG power bridges; qualification must measure current sharing, adapter drop and temperature.; ; Do not trim QP.G1 at U2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim QP.D1 at V5: retain to SW_SYS window 1.5 mm below underside; solder then trim excess. Do not trim QP.S2 at T5: retain to SYS window 1.5 mm below underside; solder then trim excess."
carrier,QP,2 × DMP2035U,SOT23_adapter,G2,U5,P_GATE,"adapter_pins; Both DMP2035U devices share G, S and D through the listed carrier wires.; Use 22 AWG power bridges; qualification must measure current sharing, adapter drop and temperature.; ; Do not trim QP.G1 at U2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim QP.D1 at V5: retain to SW_SYS window 1.5 mm below underside; solder then trim excess. Do not trim QP.S2 at T5: retain to SYS window 1.5 mm below underside; solder then trim excess."
carrier,QP,2 × DMP2035U,SOT23_adapter,S2,T5,SYS,"adapter_pins; Both DMP2035U devices share G, S and D through the listed carrier wires.; Use 22 AWG power bridges; qualification must measure current sharing, adapter drop and temperature.; ; Do not trim QP.G1 at U2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim QP.D1 at V5: retain to SW_SYS window 1.5 mm below underside; solder then trim excess. Do not trim QP.S2 at T5: retain to SYS window 1.5 mm below underside; solder then trim excess."
carrier,QP,2 × DMP2035U,SOT23_adapter,D2,T2,SW_SYS,"adapter_pins; Both DMP2035U devices share G, S and D through the listed carrier wires.; Use 22 AWG power bridges; qualification must measure current sharing, adapter drop and temperature.; ; Do not trim QP.G1 at U2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim QP.D1 at V5: retain to SW_SYS window 1.5 mm below underside; solder then trim excess. Do not trim QP.S2 at T5: retain to SYS window 1.5 mm below underside; solder then trim excess."
carrier,QH,2N3904,TO92,E,C2,GND,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QH,2N3904,TO92,B,C3,H_BASE,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QH,2N3904,TO92,C,C4,H_COLL,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QSP,2N3906,TO92,E,G2,SYS,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QSP,2N3906,TO92,B,G3,SP_BASE,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QSP,2N3906,TO92,C,G4,SP_COLL,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.
carrier,QSN,2N3904,TO92,E,K2,GND,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.; Do not trim QSN.E at K2: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,QSN,2N3904,TO92,B,K3,SN_BASE,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.; Do not trim QSN.E at K2: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,QSN,2N3904,TO92,C,K4,BUTTON,formed_role_leads; Identify exact purchased TO92 E/B/C leads; form and sleeve to these role-labelled holes.; Identify actual manufacturer pin roles before insertion. The drawing does not specify flat-face left-to-right order. Form and insulate leads to the role-labelled holes; visual body entry points are schematic.; Do not trim QSN.E at K2: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,RH,10k,axial_resistor,a,C6,HOLD,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RH.b at D6: retain to H_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RH,10k,axial_resistor,b,D6,H_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RH.b at D6: retain to H_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RHP,100k,axial_resistor,a,C8,H_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RHP.b at D8: retain to GND window 1.5 mm below underside; solder then trim excess. Do not trim RHP.a at C8: retain to H_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RHP,100k,axial_resistor,b,D8,GND,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RHP.b at D8: retain to GND window 1.5 mm below underside; solder then trim excess. Do not trim RHP.a at C8: retain to H_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RHC,1k,axial_resistor,a,E6,P_GATE,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RHC,1k,axial_resistor,b,F6,H_COLL,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSP,100k,axial_resistor,a,G6,SYS,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RSP.b at H6: retain to SP_BASE window 2.9 mm below underside; solder then trim excess. Do not trim RSP.a at G6: retain to SYS window 1.5 mm below underside; solder then trim excess.
carrier,RSP,100k,axial_resistor,b,H6,SP_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RSP.b at H6: retain to SP_BASE window 2.9 mm below underside; solder then trim excess. Do not trim RSP.a at G6: retain to SYS window 1.5 mm below underside; solder then trim excess.
carrier,RSW,22k,axial_resistor,a,G8,SP_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSW,22k,axial_resistor,b,H8,START,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSN,10k,axial_resistor,a,I6,SP_COLL,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSN,10k,axial_resistor,b,J6,SN_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSNP,100k,axial_resistor,a,K6,SN_BASE,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RSNP.b at L6: retain to GND window 1.5 mm below underside; solder then trim excess. Do not trim RSNP.a at K6: retain to SN_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RSNP,100k,axial_resistor,b,L6,GND,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RSNP.b at L6: retain to GND window 1.5 mm below underside; solder then trim excess. Do not trim RSNP.a at K6: retain to SN_BASE window 2.9 mm below underside; solder then trim excess.
carrier,RBU,10k,axial_resistor,a,K8,+3V3,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RBU,10k,axial_resistor,b,L8,BUTTON,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSTART,1k,axial_resistor,a,N8,START_D,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RSTART,1k,axial_resistor,b,O8,START,upright; Sleeve the folded upright return lead; one component lead per hole.
carrier,RKEEP,100k,axial_resistor,a,P2,SYS,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RKEEP.b at Q2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim RKEEP.a at P2: retain to SYS window 1.5 mm below underside; solder then trim excess.
carrier,RKEEP,100k,axial_resistor,b,Q2,P_GATE,upright; Sleeve the folded upright return lead; one component lead per hole.; ; Do not trim RKEEP.b at Q2: retain to P_GATE window 2.9 mm below underside; solder then trim excess. Do not trim RKEEP.a at P2: retain to SYS window 1.5 mm below underside; solder then trim excess.
carrier,DSTART,1N4148,axial_diode,A,N2,P_GATE,horizontal; Stripe/cathode K at N6.; ; Do not trim DSTART.A at N2: retain to P_GATE window 2.9 mm below underside; solder then trim excess.
carrier,DSTART,1N4148,axial_diode,K,N6,START_D,horizontal; Stripe/cathode K at N6.; ; Do not trim DSTART.A at N2: retain to P_GATE window 2.9 mm below underside; solder then trim excess.
carrier,Q1,DMG2302UK,SOT23_adapter,G,C10,GATE_G,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q1.S at D10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q1,DMG2302UK,SOT23_adapter,S,D10,GND,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q1.S at D10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q1,DMG2302UK,SOT23_adapter,D,D13,LED_G,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q1.S at D10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rg1,100,axial_resistor,a,C16,PWM_G,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg1.b at D16: retain to GATE_G window 2.9 mm below underside; solder then trim excess.
carrier,Rg1,100,axial_resistor,b,D16,GATE_G,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg1.b at D16: retain to GATE_G window 2.9 mm below underside; solder then trim excess.
carrier,Rp1,10k,axial_resistor,a,C18,GATE_G,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp1.b at D18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rp1,10k,axial_resistor,b,D18,GND,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp1.b at D18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q2,DMG2302UK,SOT23_adapter,G,G10,GATE_R,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q2.S at H10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q2,DMG2302UK,SOT23_adapter,S,H10,GND,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q2.S at H10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q2,DMG2302UK,SOT23_adapter,D,H13,LED_R,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q2.S at H10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rg2,100,axial_resistor,a,G16,PWM_R,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg2.b at H16: retain to GATE_R window 2.9 mm below underside; solder then trim excess.
carrier,Rg2,100,axial_resistor,b,H16,GATE_R,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg2.b at H16: retain to GATE_R window 2.9 mm below underside; solder then trim excess.
carrier,Rp2,10k,axial_resistor,a,G18,GATE_R,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp2.b at H18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rp2,10k,axial_resistor,b,H18,GND,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp2.b at H18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q3,DMG2302UK,SOT23_adapter,G,K10,GATE_B,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q3.S at L10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q3,DMG2302UK,SOT23_adapter,S,L10,GND,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q3.S at L10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q3,DMG2302UK,SOT23_adapter,D,L13,LED_B,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q3.S at L10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rg3,100,axial_resistor,a,K16,PWM_B,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg3.b at L16: retain to GATE_B window 2.9 mm below underside; solder then trim excess.
carrier,Rg3,100,axial_resistor,b,L16,GATE_B,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg3.b at L16: retain to GATE_B window 2.9 mm below underside; solder then trim excess.
carrier,Rp3,10k,axial_resistor,a,K18,GATE_B,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp3.b at L18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rp3,10k,axial_resistor,b,L18,GND,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp3.b at L18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q4,DMG2302UK,SOT23_adapter,G,O10,GATE_WW,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q4.S at P10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q4,DMG2302UK,SOT23_adapter,S,P10,GND,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q4.S at P10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q4,DMG2302UK,SOT23_adapter,D,P13,LED_WW,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q4.S at P10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rg4,100,axial_resistor,a,O16,PWM_WW,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg4.b at P16: retain to GATE_WW window 2.9 mm below underside; solder then trim excess.
carrier,Rg4,100,axial_resistor,b,P16,GATE_WW,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg4.b at P16: retain to GATE_WW window 2.9 mm below underside; solder then trim excess.
carrier,Rp4,10k,axial_resistor,a,O18,GATE_WW,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp4.b at P18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rp4,10k,axial_resistor,b,P18,GND,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rp4.b at P18: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q5,DMG2302UK,SOT23_adapter,G,S10,GATE_CW,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q5.S at T10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q5,DMG2302UK,SOT23_adapter,S,T10,GND,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q5.S at T10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Q5,DMG2302UK,SOT23_adapter,D,T13,LED_CW,adapter_pins; Use only this identified adapter orientation; verify pad continuity before fitting pins.; No fabricated module pad coordinates. These adapter pad positions are sourced from the published PCB.; Leave unused adapter holes without pins; three active pins support each LED adapter.; ; Do not trim Q5.S at T10: retain to GND window 1.5 mm below underside; solder then trim excess.
carrier,Rg5,100,axial_resistor,a,S16,PWM_CW,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg5.b at T16: retain to GATE_CW window 2.9 mm below underside; solder then trim excess.
carrier,Rg5,100,axial_resistor,b,T16,GATE_CW,upright; Sleeve folded return lead; resistor body at first named hole.; ; Do not trim Rg5.b at T16: retain to GATE_CW window 2.9 mm below underside; solder then trim excess.
carrier,Rp5,10k,axial_resistor,a,S18,GATE_CW,upright; Sleeve folded return lead; resistor body at first named hole.
carrier,Rp5,10k,axial_resistor,b,T18,GND,upright; Sleeve folded return lead; resistor body at first named hole.
carrier,JSV,5 V service shunt,service_header,1,W16,+5V_REG,vertical_header; Harwin M20-9990246 plus matching 2.54 mm shunt. REMOVE before ESP USB; fit only with ESP USB unplugged.
carrier,JSV,5 V service shunt,service_header,2,W17,+5V_ESP,vertical_header; Harwin M20-9990246 plus matching 2.54 mm shunt. REMOVE before ESP USB; fit only with ESP USB unplugged.
